Record_ID,Region,Hour,DayOfWeek,Temperature_C,Humidity_pct,Rainfall_mm,PopulationIndex,IndustrialIndex,SolarGenerationIndex,GridLoad_MW
874,Western,20,5,19.3,36,10.2,93,35,0.12,581.9
875,Central,12,6,28.2,59,6.8,57,79,0.37,676.3
876,Northern,6,3,18.2,82,7.0,62,31,0.41,412.8
877,Northern,20,2,31.7,49,3.6,52,55,0.16,576.3
878,Western,22,5,28.3,35,6.1,57,55,0.09,562.1
879,Eastern,15,1,27.4,77,2.5,54,95,0.1,678.8
880,Northern,2,1,22.4,71,9.3,62,22,0.17,375.9
881,Central,22,5,27.1,51,0.0,77,26,0.14,511.7
882,Western,10,3,32.4,61,1.9,81,66,0.43,675.0
883,Northern,1,5,21.8,52,8.4,50,70,0.02,550.1
884,Central,2,4,31.7,82,4.2,65,45,0.03,570.9
885,Central,9,0,28.6,41,8.2,87,62,0.63,709.5
886,Eastern,7,0,26.1,56,7.6,54,76,0.45,614.7
887,Western,20,3,27.8,40,14.0,70,28,0.26,498.9
888,Central,1,6,25.5,54,0.0,93,27,0.05,570.2
889,Central,9,6,24.5,41,0.0,79,69,0.35,714.8
890,Central,13,4,28.5,56,0.0,79,86,0.3,761.3
891,Eastern,6,0,19.7,73,1.5,86,36,0.32,524.7
892,Eastern,8,2,25.2,81,0.7,52,27,0.09,426.1
893,Eastern,18,3,26.7,76,3.1,59,80,0.15,676.2
894,Eastern,10,2,24.3,35,0.0,53,50,0.42,516.0
895,Eastern,17,6,18.9,57,4.1,100,28,0.2,552.9
896,Northern,21,3,29.8,64,0.0,89,58,0.1,682.3
897,Central,5,0,25.7,85,8.0,90,48,0.29,618.1
898,Northern,14,4,21.6,65,1.8,97,68,0.17,670.3
899,Central,5,6,34.8,58,7.7,59,57,0.18,597.6
900,Eastern,20,4,33.5,58,4.2,68,42,0.07,579.0
901,Central,8,5,21.0,89,0.0,61,53,0.61,570.6
902,Northern,0,6,29.5,59,0.0,63,59,0.0,561.6
903,Western,11,6,24.3,45,15.8,95,28,0.11,519.3
904,Western,4,6,21.2,69,0.0,90,51,0.31,614.5
905,Eastern,19,4,21.2,69,2.2,53,55,0.36,559.5
906,Central,16,4,33.1,48,1.8,60,85,0.26,706.5
907,Northern,20,6,26.7,66,0.0,83,81,0.24,750.8
908,Central,15,3,22.6,60,0.0,63,48,0.67,541.4
909,Eastern,14,6,22.0,48,0.0,73,52,0.46,590.6
910,Central,4,6,19.4,63,0.0,79,85,0.21,746.8
911,Northern,13,3,25.9,61,0.0,74,23,0.16,460.9
912,Central,7,2,29.0,57,6.4,100,55,0.54,713.6
913,Northern,3,0,19.2,37,0.0,66,58,0.19,563.7
914,Northern,21,6,22.7,80,0.8,50,58,0.07,545.5
915,Central,11,6,34.9,95,0.0,80,85,0.91,764.0
916,Eastern,4,6,24.8,49,2.4,83,95,0.26,776.1
917,Eastern,14,5,31.8,56,4.1,77,73,0.17,678.8
918,Northern,14,6,27.5,58,9.5,97,21,0.42,513.7
919,Western,21,6,24.0,49,0.0,98,88,0.07,844.3
920,Northern,18,0,27.6,37,5.5,86,93,0.43,808.5
921,Central,12,1,34.1,39,0.0,71,92,0.96,778.1
922,Western,20,2,19.6,41,1.6,51,43,0.07,504.9
923,Central,12,2,21.5,53,2.0,73,86,0.01,739.1
924,Western,10,6,33.5,60,4.3,80,28,0.32,512.0
925,Western,6,1,32.8,54,0.0,60,93,0.47,719.1
926,Eastern,18,1,26.5,78,0.0,78,28,0.41,533.0
927,Western,19,6,22.2,56,11.7,79,93,0.02,769.4
928,Northern,2,2,29.0,93,0.0,75,42,0.07,531.1
929,Central,5,4,30.5,64,0.0,75,25,0.1,526.7
930,Eastern,5,2,33.0,69,0.1,81,72,0.41,710.3
931,Northern,17,0,34.9,39,3.2,76,77,0.1,689.4
932,Western,6,4,18.8,36,9.9,74,63,0.37,607.3
933,Northern,6,3,18.6,51,11.4,92,79,0.24,714.9
934,Western,2,0,27.3,50,1.8,67,40,0.03,509.1
935,Eastern,0,4,19.7,53,8.8,54,21,0.0,390.3
936,Eastern,4,3,24.1,48,0.7,78,26,0.28,475.3
937,Northern,16,5,29.3,77,7.0,78,26,0.4,459.5
938,Eastern,1,6,24.4,47,7.4,62,31,0.0,455.5
939,Central,0,0,23.7,47,2.2,92,41,0.0,622.7
940,Eastern,1,3,26.7,87,0.0,89,46,0.08,607.5
941,Central,12,3,20.1,48,6.5,75,60,0.01,640.5
942,Northern,6,3,21.7,77,5.9,52,28,0.44,369.5
943,Eastern,13,2,31.0,66,5.3,66,32,0.55,475.0
944,Northern,20,5,24.6,94,10.6,61,60,0.33,566.6
945,Western,21,3,19.1,36,0.0,82,49,0.13,622.2
946,Eastern,22,0,22.0,74,3.1,97,74,0.13,720.7
947,Western,19,0,19.0,58,0.0,63,24,0.1,463.3
948,Northern,23,4,34.8,63,2.7,70,25,0.04,457.6
949,Northern,13,5,31.8,83,12.6,71,51,0.19,542.9
950,Western,1,5,34.8,86,0.0,83,61,0.02,641.1
951,Eastern,20,0,19.1,66,6.0,63,36,0.03,507.6
952,Western,18,4,32.1,94,4.7,96,79,0.16,795.3
953,Western,23,1,22.2,46,0.0,90,45,0.02,596.5
954,Western,15,0,34.2,58,0.6,77,84,0.46,732.3
955,Western,13,6,20.6,85,0.0,55,58,0.55,522.5
956,Northern,4,4,30.4,51,0.0,74,91,0.2,743.1
957,Central,2,2,20.3,65,6.7,50,84,0.12,665.5
958,Northern,11,3,24.9,61,15.3,74,82,0.28,655.5
959,Eastern,18,0,24.9,37,5.6,62,75,0.48,675.2
960,Central,23,2,26.7,66,0.0,91,69,0.08,729.1
961,Central,23,1,22.1,37,7.2,94,38,0.02,608.7
962,Eastern,14,5,20.5,50,0.0,50,34,0.64,415.6
963,Central,20,5,33.6,60,0.0,83,44,0.29,643.0
964,Western,5,6,25.3,79,0.0,87,59,0.31,656.2
965,Eastern,23,6,19.5,75,0.0,67,46,0.08,516.5
966,Central,12,5,23.2,45,3.1,99,73,0.52,764.5
967,Eastern,20,2,30.5,45,4.4,62,82,0.06,724.1
968,Eastern,3,3,27.6,48,3.7,98,44,0.06,632.1
969,Central,13,3,28.7,74,8.5,68,30,0.35,501.0
970,Central,8,0,23.8,72,3.6,50,27,0.18,457.9
971,Central,0,5,27.9,37,8.0,74,86,0.0,760.6
972,Northern,8,3,26.0,56,0.0,70,50,0.63,560.7
973,Central,21,3,24.4,38,13.0,50,78,0.22,670.3
974,Northern,12,5,32.2,94,7.4,94,51,0.37,619.5
975,Central,19,5,29.2,65,0.0,90,61,0.01,745.2
976,Eastern,11,6,18.8,86,2.3,88,82,0.37,704.2
977,Western,19,6,19.4,62,14.1,92,32,0.31,550.1
978,Central,9,4,21.3,44,10.0,58,83,0.6,675.1
979,Western,9,6,29.4,70,8.6,57,81,0.5,649.7
980,Central,7,1,21.6,83,10.3,77,23,0.09,491.9
981,Central,10,3,31.0,49,1.6,92,37,0.77,600.8
982,Central,20,5,26.4,85,0.0,91,63,0.13,726.7
983,Western,22,5,30.5,59,0.0,64,48,0.04,534.3
984,Central,9,0,19.9,56,2.3,86,67,0.1,699.7
985,Eastern,10,3,27.8,35,0.5,74,74,0.27,694.7
986,Eastern,11,6,29.5,85,8.2,56,70,0.01,599.0
987,Western,14,2,20.5,95,2.0,59,56,0.12,529.6
988,Central,21,6,31.6,79,7.3,67,93,0.12,793.4
989,Eastern,6,3,23.0,59,11.5,95,46,0.42,603.1
990,Western,7,5,30.5,94,5.1,96,70,0.17,722.4
991,Western,21,6,20.7,36,0.0,72,70,0.1,684.3
992,Western,16,5,22.8,79,9.9,56,36,0.22,427.1
993,Eastern,18,6,31.7,89,6.9,86,37,0.22,587.4
994,Central,15,2,33.3,48,4.7,73,93,0.08,803.2
995,Central,4,3,34.2,62,1.7,56,65,0.32,619.9
996,Eastern,5,0,20.0,67,0.0,90,71,0.1,687.0
997,Western,3,1,24.7,54,0.0,99,31,0.19,552.5
998,Central,20,3,22.7,76,2.3,55,35,0.16,514.6
999,Northern,21,4,21.8,72,0.0,94,32,0.2,572.2
1000,Eastern,5,3,26.2,76,1.8,56,61,0.03,554.4
1001,Western,17,1,24.9,79,9.3,54,86,0.49,629.2
1002,Central,17,5,31.9,76,8.9,61,43,0.0,544.5
1003,Eastern,14,6,23.3,37,5.3,55,91,0.21,683.6
1004,Eastern,1,0,34.7,67,0.0,77,20,0.02,503.2
1005,Western,1,4,33.4,53,0.1,94,60,0.04,684.5
1006,Central,11,4,27.1,48,0.2,65,24,0.17,472.2
1007,Northern,9,6,32.2,43,0.2,67,36,0.55,515.3
1008,Western,13,0,27.3,51,0.0,79,30,0.87,514.9
1009,Northern,21,3,34.0,44,1.1,90,44,0.18,646.4
1010,Eastern,18,5,29.0,67,0.0,70,75,0.19,703.2
1011,Western,19,1,19.3,42,0.0,54,62,0.27,590.4
1012,Central,11,2,31.2,44,5.4,56,68,0.9,619.0
1013,Northern,7,3,34.2,85,5.8,87,82,0.06,746.6
1014,Central,11,5,27.7,53,0.0,60,60,0.87,597.7
1015,Western,12,1,23.9,82,0.0,80,95,0.13,745.4
1016,Northern,0,5,26.7,44,1.5,53,67,0.0,571.8
1017,Northern,7,5,28.3,80,0.0,79,84,0.17,732.3
1018,Central,13,4,34.0,91,6.2,69,72,0.71,664.0
1019,Central,2,5,19.4,81,3.1,55,56,0.09,552.9
1020,Eastern,15,6,32.9,95,0.0,80,83,0.39,728.3
1021,Central,21,4,29.9,60,6.2,95,74,0.18,805.3
1022,Central,23,2,22.2,82,0.0,88,77,0.08,727.1
1023,Eastern,21,6,26.9,49,5.2,82,65,0.24,705.6
1024,Eastern,13,3,24.4,58,7.5,84,35,0.27,530.9
1025,Eastern,15,2,22.5,35,2.5,69,85,0.62,684.6
1026,Western,1,3,33.2,89,0.0,71,58,0.03,600.9
1027,Western,0,2,33.1,46,2.5,81,45,0.0,592.7
1028,Northern,16,1,25.0,93,0.1,64,80,0.26,636.1
1029,Western,9,2,25.3,46,0.0,92,76,0.12,754.0
1030,Central,11,5,25.4,57,8.8,62,56,0.04,575.8
1031,Western,12,3,30.6,92,10.3,92,54,0.12,626.5
1032,Western,15,4,26.4,78,2.0,82,69,0.1,657.2
1033,Eastern,3,6,18.4,44,2.5,53,63,0.11,555.9
1034,Western,19,5,18.1,65,1.6,65,39,0.3,528.2
1035,Eastern,5,1,22.8,42,13.6,92,74,0.08,689.8
1036,Eastern,22,6,31.8,79,2.2,87,39,0.04,564.2
1037,Eastern,4,3,18.7,47,7.8,55,26,0.13,400.3
1038,Central,16,2,29.9,49,3.9,82,74,0.43,738.2
1039,Eastern,9,0,22.6,52,10.4,70,26,0.14,466.3
1040,Central,0,0,29.2,55,4.3,77,43,0.0,601.7
1041,Eastern,15,2,23.7,42,3.7,71,66,0.56,624.4
1042,Northern,11,5,31.2,68,0.1,63,94,0.35,706.2
1043,Eastern,3,1,28.7,73,7.8,62,77,0.23,644.3
1044,Eastern,2,4,28.5,54,0.7,84,39,0.01,548.3
1045,Northern,6,3,27.4,51,9.6,73,77,0.31,648.8
1046,Central,3,3,19.2,61,0.0,60,55,0.17,568.5
1047,Eastern,4,2,18.8,71,15.4,97,70,0.17,692.5
1048,Western,17,6,26.7,39,7.2,85,69,0.23,691.0
1049,Central,8,1,21.1,45,0.0,100,85,0.3,835.0
1050,Northern,22,5,26.9,54,5.5,85,35,0.03,528.1
1051,Northern,1,4,22.0,37,0.0,58,54,0.07,518.5
1052,Northern,1,5,34.7,87,3.6,90,67,0.03,685.6
1053,Northern,22,4,22.5,43,0.0,53,21,0.14,389.7
1054,Central,7,5,34.4,46,3.0,96,68,0.55,779.1
1055,Eastern,8,6,28.6,73,0.0,70,54,0.14,597.3
1056,Western,20,6,32.6,60,5.0,73,38,0.3,570.0
1057,Western,2,3,21.1,46,4.2,96,43,0.11,596.3
1058,Eastern,0,2,20.8,46,6.1,54,38,0.0,446.9
1059,Central,7,3,33.5,60,7.9,88,32,0.22,605.6
1060,Eastern,0,0,32.1,83,8.7,65,30,0.0,446.6
1061,Northern,20,4,18.2,35,5.3,95,30,0.07,572.4
1062,Western,15,6,27.6,63,4.7,59,51,0.04,522.1
1063,Northern,22,2,28.7,42,4.5,56,85,0.15,654.9
1064,Eastern,13,1,18.0,49,8.2,72,56,0.21,572.2
1065,Eastern,21,3,29.7,80,4.1,57,48,0.03,550.3
1066,Central,9,2,19.3,56,11.3,52,39,0.13,501.6
1067,Northern,16,2,28.2,78,0.0,89,56,0.23,635.4
1068,Central,3,2,33.6,77,0.3,100,20,0.22,577.3
1069,Western,4,6,29.1,55,6.3,54,34,0.19,453.9
1070,Western,23,2,20.5,55,6.2,72,60,0.04,589.9
1071,Eastern,15,5,34.5,73,4.2,74,73,0.41,664.4
1072,Western,17,4,26.4,69,5.1,83,93,0.45,749.7
1073,Central,23,1,30.0,50,0.8,73,91,0.04,785.3
1074,Eastern,4,0,19.0,57,0.0,68,78,0.05,672.4
1075,Central,17,3,22.1,87,4.3,94,38,0.22,606.7
1076,Central,0,5,34.4,58,5.2,80,40,0.0,599.1
1077,Western,11,1,19.3,39,12.4,59,43,0.43,473.1
1078,Northern,4,5,27.0,95,1.4,78,21,0.1,453.2
1079,Eastern,4,0,33.0,37,0.6,50,70,0.28,603.1
1080,Northern,21,3,27.4,88,2.7,95,49,0.11,660.3
1081,Eastern,5,2,34.5,68,0.0,75,27,0.09,517.1
1082,Western,5,6,30.7,70,1.4,80,60,0.27,630.3
1083,Eastern,12,6,24.5,38,5.4,67,33,0.1,476.3
1084,Central,11,4,31.2,56,7.0,54,47,0.55,532.4
1085,Central,9,1,27.4,75,6.3,86,92,0.03,818.3
1086,Northern,15,0,18.8,40,3.6,98,56,0.72,638.0
1087,Central,16,1,23.3,60,0.9,71,72,0.6,651.9
1088,Western,16,0,26.5,84,6.9,80,95,0.58,754.0
1089,Central,1,2,20.7,78,0.0,95,49,0.07,654.0
1090,Northern,21,5,20.4,80,9.8,78,36,0.08,543.4
1091,Western,11,4,32.6,62,10.6,65,46,0.91,518.0
1092,Central,19,0,34.3,71,0.0,59,59,0.23,643.0
1093,Central,2,3,19.6,55,5.0,67,93,0.06,747.7
1094,Northern,2,0,21.0,84,0.0,98,76,0.11,725.5
1095,Western,4,0,34.5,66,12.6,76,36,0.15,522.3
1096,Western,16,6,28.6,55,0.0,66,25,0.41,460.7
1097,Eastern,20,0,30.6,50,1.0,56,57,0.13,594.0
1098,Central,18,3,32.5,49,0.0,72,79,0.23,779.7
1099,Western,17,6,25.9,40,4.0,99,75,0.12,753.5
1100,Western,10,0,23.4,73,0.0,57,55,0.38,529.0
1101,Central,17,1,34.1,44,0.2,88,68,0.04,740.3
1102,Central,11,6,25.3,65,3.8,98,74,0.25,770.5
1103,Western,20,1,19.4,39,2.7,76,87,0.07,762.4
1104,Northern,8,1,32.1,40,7.2,60,45,0.23,523.8
1105,Western,13,3,26.1,79,5.7,72,93,0.36,699.4
1106,Eastern,0,4,31.3,73,5.5,70,60,0.0,617.3
1107,Western,14,1,26.5,55,13.0,66,86,0.6,683.4
1108,Central,14,6,32.6,75,0.0,52,47,0.62,536.5
1109,Northern,6,3,29.8,84,5.4,63,44,0.49,497.3
1110,Central,18,0,24.3,58,13.6,94,83,0.32,815.9
1111,Northern,14,3,25.0,57,5.5,57,42,0.38,459.8
1112,Western,11,1,27.4,45,0.0,90,56,0.64,644.1
1113,Western,3,0,31.7,41,3.8,56,83,0.19,664.2
1114,Northern,19,4,19.7,63,0.0,76,47,0.09,583.5
1115,Northern,14,4,24.5,47,10.6,100,79,0.34,724.8
1116,Eastern,20,5,31.3,60,7.8,82,56,0.09,665.9
1117,Eastern,21,2,23.2,92,4.4,50,73,0.01,606.9
1118,Northern,0,1,31.4,88,6.8,71,41,0.0,495.9
1119,Central,13,1,27.4,60,5.5,86,74,0.12,745.5
1120,Eastern,20,3,34.6,46,0.0,77,49,0.03,651.4
1121,Northern,4,4,20.0,71,5.1,85,40,0.32,514.1
1122,Eastern,6,0,19.6,62,11.6,51,89,0.46,630.1
1123,Northern,2,4,24.5,82,1.6,61,50,0.11,487.4
1124,Western,7,2,21.3,88,3.3,99,53,0.38,664.7
1125,Central,8,0,33.9,75,17.3,57,78,0.62,668.9
1126,Western,3,0,20.4,51,4.7,73,46,0.1,537.7
1127,Eastern,15,6,18.4,39,0.0,93,73,0.28,718.9
1128,Eastern,10,5,33.4,86,5.2,92,92,0.53,796.4
1129,Central,1,0,34.6,57,0.0,60,86,0.06,730.6
1130,Eastern,3,1,28.3,69,8.9,63,66,0.03,599.6
1131,Eastern,6,0,23.6,49,9.6,67,55,0.24,566.7
1132,Western,2,2,30.0,76,0.7,77,85,0.16,734.9
1133,Western,6,2,20.9,78,7.5,56,94,0.4,651.9
1134,Western,18,2,20.8,48,8.5,77,54,0.41,612.8
1135,Central,19,0,28.3,62,4.4,78,41,0.37,624.7
1136,Northern,16,2,28.0,53,0.0,75,23,0.08,455.6
1137,Northern,10,3,31.4,57,3.1,73,38,0.65,517.2
1138,Northern,3,0,23.4,35,2.3,64,91,0.02,694.6
1139,Central,9,4,21.6,48,6.2,86,73,0.51,740.9
1140,Western,13,2,31.8,47,5.9,52,55,0.39,544.7
1141,Central,3,3,20.9,55,0.0,68,22,0.16,466.2
1142,Central,18,0,33.5,53,11.9,84,87,0.02,843.0
1143,Northern,20,0,19.2,41,5.5,67,60,0.25,598.7
1144,Northern,12,0,27.5,55,1.4,94,78,0.49,732.6
1145,Central,20,0,32.3,95,2.1,50,37,0.04,519.5
1146,Northern,10,6,29.7,62,3.3,84,20,0.78,468.3
1147,Central,1,2,33.0,37,12.3,66,62,0.06,650.3
1148,Eastern,12,2,29.9,94,6.6,70,38,0.75,499.8
1149,Western,13,5,25.6,42,0.0,92,82,0.89,749.2
1150,Central,10,6,30.4,49,10.1,72,91,0.7,763.0
1151,Western,7,5,29.0,89,3.6,53,47,0.01,512.0
1152,Northern,6,3,31.9,47,0.0,98,59,0.35,685.3
1153,Northern,20,1,32.4,41,6.0,74,77,0.29,717.2
1154,Northern,16,1,31.3,47,7.8,86,33,0.1,539.1
1155,Central,3,5,19.9,36,5.5,80,87,0.11,760.3
1156,Western,8,0,33.8,40,0.9,82,75,0.34,740.5
1157,Western,1,3,22.6,41,7.7,62,57,0.02,558.3
1158,Central,5,4,22.7,73,0.0,91,51,0.4,647.5
1159,Central,7,0,18.9,37,0.0,67,48,0.51,585.7
1160,Northern,22,5,24.9,60,9.5,81,46,0.03,560.8
1161,Central,6,2,28.8,80,0.0,61,84,0.45,690.4
1162,Northern,19,3,30.6,89,6.1,93,28,0.07,558.1
1163,Central,10,3,20.4,35,0.3,61,53,0.73,563.1
1164,Central,5,5,30.9,35,0.0,81,51,0.2,640.0
1165,Eastern,1,6,18.3,78,12.5,98,38,0.06,560.8
1166,Northern,3,2,31.7,56,0.0,92,82,0.06,762.9
1167,Western,14,0,32.1,54,0.4,57,54,0.57,529.1
1168,Eastern,23,5,18.4,61,7.5,72,83,0.0,669.9
1169,Eastern,18,5,29.8,62,0.0,74,33,0.48,561.8
1170,Eastern,20,5,27.3,93,0.0,66,64,0.3,643.2
1171,Northern,12,4,25.1,52,2.5,89,35,0.43,543.4
1172,Central,14,4,34.5,85,1.6,81,38,0.39,584.9
1173,Western,4,4,34.4,74,0.2,68,28,0.27,474.1
1174,Western,0,3,18.7,53,4.2,69,20,0.0,418.2
1175,Eastern,21,6,18.0,51,9.7,55,54,0.04,564.0
1176,Western,23,1,25.3,93,6.1,72,51,0.07,550.9
1177,Northern,20,3,25.2,92,6.2,88,59,0.06,662.0
1178,Eastern,13,5,32.9,86,0.0,66,37,0.38,496.0
1179,Eastern,6,2,23.2,54,0.0,74,75,0.05,671.5
1180,Western,16,3,29.8,67,10.2,72,74,0.31,644.8
1181,Central,13,3,18.5,70,11.4,98,37,0.56,587.8
1182,Northern,9,6,22.1,67,0.0,53,70,0.09,598.0
1183,Central,21,0,25.9,83,6.9,55,27,0.07,473.9
1184,Northern,20,0,23.7,41,5.8,53,35,0.25,463.3
1185,Western,21,4,30.6,38,1.2,58,48,0.22,562.7
1186,Central,20,6,20.6,75,0.0,81,45,0.04,655.9
1187,Central,0,1,28.3,42,0.0,80,23,0.0,531.1
1188,Eastern,14,3,18.9,42,1.2,65,89,0.22,705.7
1189,Central,19,5,25.5,77,0.0,61,38,0.34,544.4
1190,Western,21,1,20.9,82,2.0,68,57,0.17,595.4
1191,Central,18,3,24.2,52,0.0,79,73,0.41,758.3
1192,Northern,4,0,22.8,42,2.3,52,76,0.01,599.7
1193,Eastern,11,1,26.0,81,2.3,72,84,0.78,686.7
1194,Eastern,16,1,23.9,80,0.0,91,39,0.23,569.8
1195,Northern,23,4,23.8,80,4.7,75,28,0.08,455.9
1196,Northern,20,3,24.4,65,0.5,58,61,0.2,588.9
1197,Eastern,18,2,27.9,88,1.8,64,32,0.33,504.3
1198,Eastern,15,5,26.1,83,4.0,56,42,0.55,484.4
1199,Central,12,6,34.5,94,9.3,52,29,0.44,447.2
1200,Western,11,4,28.7,36,6.9,74,37,0.91,510.7
1201,Eastern,18,4,21.4,51,0.0,62,40,0.22,535.8
1202,Central,16,6,31.4,40,0.0,63,24,0.54,478.1
1203,Eastern,0,2,31.2,71,1.1,93,87,0.0,788.5
1204,Eastern,6,4,32.1,67,0.0,54,76,0.21,639.1
1205,Central,12,6,19.2,40,7.2,57,83,0.23,678.1
1206,Northern,19,4,23.6,49,4.8,74,65,0.03,651.0
1207,Northern,5,2,19.3,71,3.3,75,27,0.23,459.4
1208,Central,3,4,26.0,93,10.2,71,73,0.07,662.3
1209,Central,10,6,19.0,48,0.0,65,83,0.06,701.1
1210,Central,18,4,30.0,83,4.6,76,30,0.44,554.4
1211,Eastern,15,1,22.6,37,7.6,91,64,0.32,678.9
1212,Eastern,9,6,32.4,49,4.7,84,68,0.51,704.9
1213,Eastern,23,0,27.4,38,0.0,77,74,0.05,700.9
1214,Eastern,3,3,20.0,74,7.8,71,75,0.23,637.4
1215,Central,7,1,19.6,35,4.2,50,51,0.47,559.0
1216,Eastern,2,0,20.2,46,2.1,68,36,0.1,502.2
1217,Eastern,15,5,20.1,39,13.5,81,65,0.67,636.0
1218,Eastern,7,3,30.1,95,0.0,83,54,0.19,641.9
1219,Western,17,4,19.8,57,9.3,67,30,0.12,439.7
1220,Central,4,6,34.6,49,0.9,73,38,0.01,588.7
1221,Western,7,5,25.5,83,0.6,52,54,0.16,532.6
1222,Western,12,2,32.1,40,12.1,81,22,0.86,478.9
1223,Central,12,3,18.8,48,0.0,92,59,0.03,698.0
1224,Northern,11,0,33.5,83,11.9,98,95,0.2,790.7
1225,Central,0,2,30.3,74,0.0,56,90,0.0,722.4
1226,Northern,23,5,22.9,95,0.0,60,68,0.04,572.4
1227,Central,7,1,33.4,52,6.8,65,89,0.17,745.6
1228,Central,18,3,18.7,52,0.0,57,59,0.28,628.4
1229,Central,10,6,22.5,46,2.1,79,24,0.8,505.0
1230,Central,15,5,32.4,48,0.0,67,90,0.24,768.7
1231,Western,2,3,21.1,84,3.9,58,49,0.11,490.1
1232,Eastern,4,6,28.5,38,3.8,93,84,0.29,788.3
1233,Northern,18,2,18.7,80,4.7,66,22,0.34,453.8
1234,Western,11,4,30.2,73,3.2,57,85,0.07,665.2
1235,Western,6,2,27.7,88,5.3,68,38,0.01,485.7
1236,Northern,19,6,24.1,61,6.9,89,23,0.07,521.7
1237,Eastern,1,2,33.8,93,1.0,70,85,0.06,705.9
1238,Central,23,4,31.3,80,1.1,92,39,0.03,625.1
1239,Western,20,0,34.2,94,9.4,84,35,0.28,569.0
1240,Northern,16,6,18.9,65,0.0,67,44,0.56,487.2
1241,Western,9,1,23.6,86,3.5,70,34,0.52,483.2
1242,Central,14,5,34.3,61,0.0,73,81,0.5,745.4
1243,Eastern,14,6,25.1,71,9.9,99,72,0.56,692.8
1244,Central,21,1,28.3,85,2.0,76,73,0.13,744.4
1245,Western,4,4,26.4,91,4.5,50,41,0.04,431.1
1246,Central,8,6,27.4,94,0.7,77,23,0.46,512.9
1247,Northern,2,1,26.8,68,12.4,58,71,0.12,570.5
1248,Central,7,5,23.0,56,11.5,96,25,0.04,563.5
1249,Northern,11,3,33.5,75,0.0,98,81,0.64,765.1
1250,Central,23,1,30.3,72,13.2,59,20,0.05,418.8
1251,Northern,11,5,29.0,59,1.7,99,32,0.21,573.2
1252,Western,15,2,18.8,68,8.3,68,61,0.29,560.3
1253,Eastern,5,1,18.7,95,1.5,77,86,0.12,676.4
1254,Western,19,2,19.7,53,5.1,78,48,0.37,601.7
1255,Northern,9,2,34.8,83,5.9,59,32,0.16,468.7
1256,Eastern,16,6,20.9,73,13.4,50,82,0.56,580.4
1257,Western,0,2,21.5,95,8.0,83,36,0.0,508.3
1258,Western,9,0,30.2,93,6.0,81,53,0.07,606.0
1259,Eastern,4,2,30.4,42,11.8,96,29,0.11,555.8
1260,Central,16,2,22.7,75,2.3,95,60,0.59,676.2
1261,Central,1,3,19.7,80,4.2,90,21,0.02,508.1
1262,Eastern,18,3,32.8,49,1.2,81,43,0.37,618.1
1263,Eastern,9,1,21.4,91,8.1,50,75,0.05,598.6
1264,Western,17,4,21.5,46,10.4,90,94,0.14,780.8
1265,Northern,11,3,27.0,46,9.9,92,82,0.45,722.4
1266,Central,20,3,28.2,69,0.8,98,56,0.14,743.9
1267,Northern,14,2,22.2,62,7.2,92,34,0.29,537.4
1268,Western,12,5,20.2,91,0.0,88,72,0.69,672.1
1269,Central,0,2,22.6,48,9.7,85,61,0.0,661.5
1270,Central,10,3,24.7,63,0.0,67,82,0.61,706.9
1271,Eastern,10,5,31.9,54,0.0,84,46,0.65,600.3
1272,Central,3,4,28.4,43,2.2,74,31,0.2,538.3
1273,Eastern,10,2,31.0,70,4.5,73,88,0.17,726.7
1274,Eastern,5,6,27.1,90,2.2,73,62,0.17,602.9
1275,Central,17,5,22.2,35,4.0,82,70,0.46,703.9
1276,Eastern,1,1,22.8,36,4.1,52,54,0.06,539.8
1277,Central,12,5,24.8,87,2.8,54,29,0.5,434.8
1278,Eastern,22,6,30.5,36,12.4,56,95,0.13,705.4
1279,Central,6,6,28.3,54,4.1,69,55,0.23,604.2
1280,Central,3,2,34.5,71,0.0,64,72,0.14,679.7
1281,Western,15,2,33.4,69,0.0,96,70,0.71,721.2
1282,Eastern,17,5,19.8,49,2.0,78,67,0.28,644.0
1283,Central,3,5,23.3,44,8.0,85,41,0.05,574.9
1284,Eastern,15,4,22.2,44,0.0,53,83,0.19,653.7
1285,Western,9,5,23.7,44,10.4,50,54,0.52,520.2
1286,Northern,17,6,26.3,66,0.2,79,81,0.3,708.1
1287,Eastern,23,5,19.4,41,1.2,98,21,0.01,529.9
1288,Western,23,0,20.8,63,4.7,81,41,0.05,537.7
1289,Northern,16,3,20.4,90,0.0,57,75,0.66,578.5
1290,Eastern,23,5,22.6,55,0.0,59,57,0.04,552.5
1291,Western,6,6,28.4,80,0.0,79,46,0.47,571.6
1292,Western,23,5,34.9,94,7.0,50,60,0.03,543.6
1293,Central,4,3,19.1,35,1.8,84,78,0.11,748.6
1294,Eastern,1,4,26.0,45,9.5,72,21,0.08,453.2
1295,Northern,8,2,32.0,90,0.0,89,71,0.62,710.5
1296,Eastern,17,4,28.9,47,5.5,67,42,0.15,529.7
1297,Northern,3,1,31.5,72,0.0,97,80,0.05,753.2
1298,Eastern,0,6,21.9,48,10.6,59,41,0.0,487.5
1299,Western,0,2,19.3,38,8.9,92,80,0.0,742.1
1300,Western,16,6,20.0,70,0.0,72,59,0.56,589.2
1301,Northern,10,4,19.3,73,9.8,95,38,0.7,519.5
1302,Western,17,3,26.3,85,3.0,91,64,0.1,670.6
